date,session_key,z,x,driver_number,meeting_key,y
2024-06-30T13:00:00.263000+00:00,9550,7214,1211,55,1239,-1179
2024-06-30T13:00:00.643000+00:00,9550,7214,1211,55,1239,-1179
2024-06-30T13:00:00.843000+00:00,9550,7214,1211,55,1239,-1179
2024-06-30T13:00:01.063000+00:00,9550,7214,1211,55,1239,-1179
2024-06-30T13:00:01.243000+00:00,9550,7214,1211,55,1239,-1179
2024-06-30T13:00:01.644000+00:00,9550,7214,1211,55,1239,-1179
2024-06-30T13:00:01.824000+00:00,9550,7214,1211,55,1239,-1179
2024-06-30T13:00:01.984000+00:00,9550,7214,1211,55,1239,-1179
2024-06-30T13:00:02.224000+00:00,9550,7215,1205,55,1239,-1180
2024-06-30T13:00:02.424000+00:00,9550,7215,1191,55,1239,-1184
2024-06-30T13:00:02.624000+00:00,9550,7215,1175,55,1239,-1189
2024-06-30T13:00:02.904000+00:00,9550,7215,1140,55,1239,-1198
2024-06-30T13:00:03.284000+00:00,9550,7215,1093,55,1239,-1211
2024-06-30T13:00:03.724000+00:00,9550,7215,1039,55,1239,-1225
2024-06-30T13:00:03.903000+00:00,9550,7215,1009,55,1239,-1234
2024-06-30T13:00:04.123000+00:00,9550,7214,952,55,1239,-1249
2024-06-30T13:00:04.443000+00:00,9550,7215,902,55,1239,-1262
2024-06-30T13:00:04.783000+00:00,9550,7214,823,55,1239,-1284
2024-06-30T13:00:04.983000+00:00,9550,7214,746,55,1239,-1304
2024-06-30T13:00:05.263000+00:00,9550,7214,707,55,1239,-1315
2024-06-30T13:00:05.463000+00:00,9550,7214,659,55,1239,-1328
2024-06-30T13:00:05.783000+00:00,9550,7214,581,55,1239,-1349
2024-06-30T13:00:06.003000+00:00,9550,7214,504,55,1239,-1370
2024-06-30T13:00:06.363000+00:00,9550,7214,412,55,1239,-1394
2024-06-30T13:00:06.743000+00:00,9550,7214,318,55,1239,-1420
2024-06-30T13:00:07.063000+00:00,9550,7214,264,55,1239,-1434
2024-06-30T13:00:07.303000+00:00,9550,7214,196,55,1239,-1453
2024-06-30T13:00:07.663000+00:00,9550,7214,87,55,1239,-1482
2024-06-30T13:00:07.723000+00:00,9550,7214,68,55,1239,-1487
2024-06-30T13:00:08.044000+00:00,9550,7214,-38,55,1239,-1516
2024-06-30T13:00:08.284000+00:00,9550,7214,-123,55,1239,-1539
2024-06-30T13:00:08.444000+00:00,9550,7215,-184,55,1239,-1556
2024-06-30T13:00:08.704000+00:00,9550,7215,-285,55,1239,-1583
2024-06-30T13:00:08.864000+00:00,9550,7217,-413,55,1239,-1618
2024-06-30T13:00:09.204000+00:00,9550,7218,-504,55,1239,-1642
2024-06-30T13:00:09.544000+00:00,9550,7222,-728,55,1239,-1702
2024-06-30T13:00:09.784000+00:00,9550,7243,-864,55,1239,-1739
2024-06-30T13:00:10.044000+00:00,9550,7249,-1511,55,1239,-1917
2024-06-30T13:00:10.344000+00:00,9550,7262,-1739,55,1239,-1981
2024-06-30T13:00:10.683000+00:00,9550,7268,-1840,55,1239,-2009
2024-06-30T13:00:10.943000+00:00,9550,7277,-1970,55,1239,-2044
2024-06-30T13:00:11.163000+00:00,9550,7285,-2077,55,1239,-2074
2024-06-30T13:00:11.323000+00:00,9550,7289,-2147,55,1239,-2093
2024-06-30T13:00:11.583000+00:00,9550,7297,-2252,55,1239,-2121
2024-06-30T13:00:11.703000+00:00,9550,7301,-2299,55,1239,-2134
2024-06-30T13:00:11.963000+00:00,9550,7308,-2388,55,1239,-2158
2024-06-30T13:00:12.123000+00:00,9550,7315,-2475,55,1239,-2181
2024-06-30T13:00:12.603000+00:00,9550,7324,-2566,55,1239,-2204
2024-06-30T13:00:12.723000+00:00,9550,7326,-2593,55,1239,-2210
2024-06-30T13:00:13.043000+00:00,9550,7333,-2686,55,1239,-2229
2024-06-30T13:00:13.463000+00:00,9550,7338,-2740,55,1239,-2236
2024-06-30T13:00:13.723000+00:00,9550,7342,-2783,55,1239,-2240
2024-06-30T13:00:13.963000+00:00,9550,7346,-2825,55,1239,-2242
2024-06-30T13:00:14.183000+00:00,9550,7349,-2861,55,1239,-2242
2024-06-30T13:00:14.403000+00:00,9550,7353,-2897,55,1239,-2240
