date,session_key,z,x,driver_number,meeting_key,y
2024-06-30T13:00:00.263000+00:00,9550,7215,1295,1,1239,-1156
2024-06-30T13:00:00.643000+00:00,9550,7215,1288,1,1239,-1158
2024-06-30T13:00:00.843000+00:00,9550,7215,1271,1,1239,-1163
2024-06-30T13:00:01.063000+00:00,9550,7215,1247,1,1239,-1169
2024-06-30T13:00:01.243000+00:00,9550,7214,1213,1,1239,-1178
2024-06-30T13:00:01.644000+00:00,9550,7215,1171,1,1239,-1190
2024-06-30T13:00:01.824000+00:00,9550,7215,1142,1,1239,-1198
2024-06-30T13:00:01.984000+00:00,9550,7215,1114,1,1239,-1205
2024-06-30T13:00:02.224000+00:00,9550,7215,1069,1,1239,-1217
2024-06-30T13:00:02.424000+00:00,9550,7215,1028,1,1239,-1228
2024-06-30T13:00:02.624000+00:00,9550,7215,983,1,1239,-1240
2024-06-30T13:00:02.904000+00:00,9550,7215,893,1,1239,-1265
2024-06-30T13:00:03.284000+00:00,9550,7214,781,1,1239,-1295
2024-06-30T13:00:03.724000+00:00,9550,7214,657,1,1239,-1328
2024-06-30T13:00:03.903000+00:00,9550,7214,591,1,1239,-1346
2024-06-30T13:00:04.123000+00:00,9550,7214,471,1,1239,-1379
2024-06-30T13:00:04.443000+00:00,9550,7214,371,1,1239,-1406
2024-06-30T13:00:04.783000+00:00,9550,7214,218,1,1239,-1447
2024-06-30T13:00:04.983000+00:00,9550,7214,66,1,1239,-1488
2024-06-30T13:00:05.263000+00:00,9550,7214,-12,1,1239,-1509
2024-06-30T13:00:05.463000+00:00,9550,7214,-112,1,1239,-1536
2024-06-30T13:00:05.783000+00:00,9550,7215,-279,1,1239,-1581
2024-06-30T13:00:06.003000+00:00,9550,7217,-452,1,1239,-1628
2024-06-30T13:00:06.363000+00:00,9550,7221,-664,1,1239,-1685
2024-06-30T13:00:06.743000+00:00,9550,7225,-882,1,1239,-1744
2024-06-30T13:00:07.063000+00:00,9550,7229,-1000,1,1239,-1776
2024-06-30T13:00:07.303000+00:00,9550,7233,-1143,1,1239,-1815
2024-06-30T13:00:07.663000+00:00,9550,7242,-1361,1,1239,-1875
2024-06-30T13:00:07.723000+00:00,9550,7243,-1396,1,1239,-1885
2024-06-30T13:00:08.044000+00:00,9550,7253,-1575,1,1239,-1935
2024-06-30T13:00:08.284000+00:00,9550,7321,-2527,1,1239,-2196
2024-06-30T13:00:08.444000+00:00,9550,7326,-2594,1,1239,-2211
2024-06-30T13:00:08.704000+00:00,9550,7335,-2694,1,1239,-2231
2024-06-30T13:00:08.864000+00:00,9550,7345,-2802,1,1239,-2242
2024-06-30T13:00:09.204000+00:00,9550,7350,-2868,1,1239,-2243
2024-06-30T13:00:09.544000+00:00,9550,7361,-3004,1,1239,-2226
2024-06-30T13:00:09.784000+00:00,9550,7365,-3035,1,1239,-2217
2024-06-30T13:00:10.044000+00:00,9550,7374,-3098,1,1239,-2193
2024-06-30T13:00:10.344000+00:00,9550,7378,-3187,1,1239,-2140
2024-06-30T13:00:10.683000+00:00,9550,7379,-3221,1,1239,-2113
2024-06-30T13:00:10.943000+00:00,9550,7381,-3261,1,1239,-2076
2024-06-30T13:00:11.163000+00:00,9550,7383,-3289,1,1239,-2043
2024-06-30T13:00:11.323000+00:00,9550,7384,-3306,1,1239,-2017
2024-06-30T13:00:11.583000+00:00,9550,7387,-3332,1,1239,-1973
2024-06-30T13:00:11.703000+00:00,9550,7387,-3343,1,1239,-1953
2024-06-30T13:00:11.963000+00:00,9550,7390,-3367,1,1239,-1909
2024-06-30T13:00:12.123000+00:00,9550,7392,-3394,1,1239,-1860
2024-06-30T13:00:12.603000+00:00,9550,7394,-3433,1,1239,-1788
2024-06-30T13:00:12.723000+00:00,9550,7395,-3447,1,1239,-1762
2024-06-30T13:00:13.043000+00:00,9550,7398,-3512,1,1239,-1650
2024-06-30T13:00:13.463000+00:00,9550,7399,-3566,1,1239,-1570
2024-06-30T13:00:13.723000+00:00,9550,7401,-3615,1,1239,-1500
2024-06-30T13:00:13.963000+00:00,9550,7401,-3666,1,1239,-1424
2024-06-30T13:00:14.183000+00:00,9550,7402,-3721,1,1239,-1345
2024-06-30T13:00:14.403000+00:00,9550,7402,-3776,1,1239,-1263
2024-06-30T13:00:14.644000+00:00,9550,7403,-3837,1,1239,-1171
2024-06-30T13:00:14.864000+00:00,9550,7402,-3932,1,1239,-1027
2024-06-30T13:00:15.304000+00:00,9550,7400,-4052,1,1239,-846
2024-06-30T13:00:15.684000+00:00,9550,7399,-4129,1,1239,-729
2024-06-30T13:00:15.924000+00:00,9550,7397,-4215,1,1239,-599
2024-06-30T13:00:16.224000+00:00,9550,7396,-4297,1,1239,-476
2024-06-30T13:00:16.564000+00:00,9550,7396,-4440,1,1239,-258
2024-06-30T13:00:16.964000+00:00,9550,7396,-4555,1,1239,-84
2024-06-30T13:00:17.323000+00:00,9550,7398,-4665,1,1239,82
2024-06-30T13:00:17.503000+00:00,9550,7400,-4727,1,1239,179
2024-06-30T13:00:17.823000+00:00,9550,7404,-4859,1,1239,387
2024-06-30T13:00:17.883000+00:00,9550,7405,-4879,1,1239,420
2024-06-30T13:00:18.203000+00:00,9550,7410,-4986,1,1239,601
2024-06-30T13:00:18.423000+00:00,9550,7415,-5103,1,1239,815
2024-06-30T13:00:18.703000+00:00,9550,7418,-5148,1,1239,900
2024-06-30T13:00:18.923000+00:00,9550,7421,-5217,1,1239,1034
2024-06-30T13:00:19.103000+00:00,9550,7425,-5273,1,1239,1145
2024-06-30T13:00:19.343000+00:00,9550,7431,-5392,1,1239,1382
2024-06-30T13:00:19.723000+00:00,9550,7435,-5468,1,1239,1534
2024-06-30T13:00:20.043000+00:00,9550,7442,-5592,1,1239,1791
2024-06-30T13:00:20.463000+00:00,9550,7447,-5698,1,1239,2012
2024-06-30T13:00:20.683000+00:00,9550,7451,-5756,1,1239,2135
2024-06-30T13:00:20.883000+00:00,9550,7456,-5818,1,1239,2267
2024-06-30T13:00:21.064000+00:00,9550,7464,-5911,1,1239,2466
2024-06-30T13:00:21.524000+00:00,9550,7477,-6039,1,1239,2732
2024-06-30T13:00:21.764000+00:00,9550,7484,-6099,1,1239,2851
2024-06-30T13:00:22.664000+00:00,9550,7537,-6494,1,1239,3479
2024-06-30T13:00:23.044000+00:00,9550,7555,-6623,1,1239,3644
2024-06-30T13:00:23.224000+00:00,9550,7567,-6711,1,1239,3746
2024-06-30T13:00:23.464000+00:00,9550,7585,-6835,1,1239,3879
2024-06-30T13:00:23.623000+00:00,9550,7594,-6898,1,1239,3945
2024-06-30T13:00:23.883000+00:00,9550,7622,-7088,1,1239,4140
2024-06-30T13:00:24.243000+00:00,9550,7645,-7226,1,1239,4278
2024-06-30T13:00:24.503000+00:00,9550,7669,-7365,1,1239,4413
2024-06-30T13:00:24.743000+00:00,9550,7689,-7490,1,1239,4535
2024-06-30T13:00:24.803000+00:00,9550,7694,-7520,1,1239,4564
2024-06-30T13:00:25.003000+00:00,9550,7709,-7618,1,1239,4658
2024-06-30T13:00:25.263000+00:00,9550,7728,-7735,1,1239,4770
2024-06-30T13:00:25.423000+00:00,9550,7738,-7802,1,1239,4833
2024-06-30T13:00:25.583000+00:00,9550,7749,-7866,1,1239,4895
2024-06-30T13:00:25.903000+00:00,9550,7768,-7979,1,1239,5002
2024-06-30T13:00:26.063000+00:00,9550,7776,-8031,1,1239,5050
2024-06-30T13:00:26.323000+00:00,9550,7793,-8139,1,1239,5159
2024-06-30T13:00:26.783000+00:00,9550,7806,-8196,1,1239,5239
2024-06-30T13:00:26.923000+00:00,9550,7812,-8214,1,1239,5276
2024-06-30T13:00:27.103000+00:00,9550,7816,-8229,1,1239,5324
2024-06-30T13:00:27.363000+00:00,9550,7822,-8234,1,1239,5387
2024-06-30T13:00:27.644000+00:00,9550,7833,-8218,1,1239,5447
2024-06-30T13:00:27.804000+00:00,9550,7834,-8201,1,1239,5476
2024-06-30T13:00:28.064000+00:00,9550,7837,-8147,1,1239,5529
2024-06-30T13:00:28.424000+00:00,9550,7839,-8096,1,1239,5558
2024-06-30T13:00:28.764000+00:00,9550,7841,-8064,1,1239,5571
2024-06-30T13:00:28.924000+00:00,9550,7842,-8042,1,1239,5578
2024-06-30T13:00:29.204000+00:00,9550,7843,-8003,1,1239,5588
2024-06-30T13:00:29.484000+00:00,9550,7845,-7956,1,1239,5599
2024-06-30T13:00:29.884000+00:00,9550,7846,-7915,1,1239,5606
2024-06-30T13:00:29.944000+00:00,9550,7846,-7907,1,1239,5607
2024-06-30T13:00:30.223000+00:00,9550,7846,-7870,1,1239,5613
2024-06-30T13:00:30.463000+00:00,9550,7847,-7837,1,1239,5618
2024-06-30T13:00:30.643000+00:00,9550,7847,-7810,1,1239,5622
2024-06-30T13:00:30.863000+00:00,9550,7847,-7775,1,1239,5626
2024-06-30T13:00:31.023000+00:00,9550,7848,-7747,1,1239,5630
2024-06-30T13:00:31.343000+00:00,9550,7848,-7686,1,1239,5637
