date,session_key,z,x,driver_number,meeting_key,y
2024-06-30T13:00:00.263000+00:00,9550,7215,1145,4,1239,-1197
2024-06-30T13:00:00.643000+00:00,9550,7215,1136,4,1239,-1199
2024-06-30T13:00:00.843000+00:00,9550,7215,1120,4,1239,-1203
2024-06-30T13:00:01.063000+00:00,9550,7215,1099,4,1239,-1209
2024-06-30T13:00:01.243000+00:00,9550,7214,1072,4,1239,-1216
2024-06-30T13:00:01.644000+00:00,9550,7215,1034,4,1239,-1227
2024-06-30T13:00:01.824000+00:00,9550,7215,1009,4,1239,-1233
2024-06-30T13:00:01.984000+00:00,9550,7215,985,4,1239,-1240
2024-06-30T13:00:02.224000+00:00,9550,7214,945,4,1239,-1251
2024-06-30T13:00:02.424000+00:00,9550,7214,909,4,1239,-1260
2024-06-30T13:00:02.624000+00:00,9550,7214,869,4,1239,-1271
2024-06-30T13:00:02.904000+00:00,9550,7214,790,4,1239,-1292
2024-06-30T13:00:03.284000+00:00,9550,7214,696,4,1239,-1318
2024-06-30T13:00:03.724000+00:00,9550,7214,603,4,1239,-1343
2024-06-30T13:00:03.903000+00:00,9550,7214,555,4,1239,-1356
2024-06-30T13:00:04.123000+00:00,9550,7214,477,4,1239,-1377
2024-06-30T13:00:04.443000+00:00,9550,7214,414,4,1239,-1394
2024-06-30T13:00:04.783000+00:00,9550,7214,323,4,1239,-1419
2024-06-30T13:00:04.983000+00:00,9550,7214,230,4,1239,-1444
2024-06-30T13:00:05.263000+00:00,9550,7214,181,4,1239,-1457
2024-06-30T13:00:05.463000+00:00,9550,7214,116,4,1239,-1474
2024-06-30T13:00:05.783000+00:00,9550,7215,6,4,1239,-1504
2024-06-30T13:00:06.003000+00:00,9550,7214,-115,4,1239,-1537
2024-06-30T13:00:06.363000+00:00,9550,7215,-276,4,1239,-1581
2024-06-30T13:00:06.743000+00:00,9550,7217,-453,4,1239,-1628
2024-06-30T13:00:07.063000+00:00,9550,7218,-552,4,1239,-1655
2024-06-30T13:00:07.303000+00:00,9550,7221,-675,4,1239,-1688
2024-06-30T13:00:07.663000+00:00,9550,7225,-867,4,1239,-1740
2024-06-30T13:00:07.723000+00:00,9550,7225,-900,4,1239,-1749
2024-06-30T13:00:08.044000+00:00,9550,7231,-1082,4,1239,-1798
2024-06-30T13:00:08.284000+00:00,9550,7237,-1222,4,1239,-1836
2024-06-30T13:00:08.444000+00:00,9550,7240,-1317,4,1239,-1863
2024-06-30T13:00:08.704000+00:00,9550,7248,-1476,4,1239,-1907
2024-06-30T13:00:08.864000+00:00,9550,7257,-1654,4,1239,-1957
2024-06-30T13:00:09.204000+00:00,9550,7264,-1764,4,1239,-1988
2024-06-30T13:00:09.544000+00:00,9550,7328,-2614,4,1239,-2215
2024-06-30T13:00:09.784000+00:00,9550,7332,-2664,4,1239,-2225
2024-06-30T13:00:10.044000+00:00,9550,7341,-2765,4,1239,-2240
2024-06-30T13:00:10.344000+00:00,9550,7355,-2926,4,1239,-2240
2024-06-30T13:00:10.683000+00:00,9550,7360,-2992,4,1239,-2229
2024-06-30T13:00:10.943000+00:00,9550,7370,-3072,4,1239,-2206
2024-06-30T13:00:11.163000+00:00,9550,7375,-3134,4,1239,-2176
2024-06-30T13:00:11.323000+00:00,9550,7377,-3176,4,1239,-2150
2024-06-30T13:00:11.583000+00:00,9550,7380,-3235,4,1239,-2103
2024-06-30T13:00:11.703000+00:00,9550,7381,-3259,4,1239,-2080
2024-06-30T13:00:11.963000+00:00,9550,7384,-3302,4,1239,-2026
2024-06-30T13:00:12.123000+00:00,9550,7387,-3338,4,1239,-1963
2024-06-30T13:00:12.603000+00:00,9550,7391,-3381,4,1239,-1884
2024-06-30T13:00:12.723000+00:00,9550,7392,-3395,4,1239,-1858
2024-06-30T13:00:13.043000+00:00,9550,7395,-3446,4,1239,-1763
2024-06-30T13:00:13.463000+00:00,9550,7397,-3480,4,1239,-1704
2024-06-30T13:00:13.723000+00:00,9550,7398,-3508,4,1239,-1657
2024-06-30T13:00:13.963000+00:00,9550,7398,-3537,4,1239,-1612
2024-06-30T13:00:14.183000+00:00,9550,7399,-3566,4,1239,-1570
2024-06-30T13:00:14.403000+00:00,9550,7400,-3595,4,1239,-1529
2024-06-30T13:00:14.644000+00:00,9550,7401,-3626,4,1239,-1484
2024-06-30T13:00:14.864000+00:00,9550,7402,-3673,4,1239,-1415
2024-06-30T13:00:15.304000+00:00,9550,7402,-3741,4,1239,-1314
2024-06-30T13:00:15.684000+00:00,9550,7402,-3776,4,1239,-1262
2024-06-30T13:00:15.924000+00:00,9550,7403,-3815,4,1239,-1204
2024-06-30T13:00:16.224000+00:00,9550,7403,-3853,4,1239,-1146
2024-06-30T13:00:16.564000+00:00,9550,7402,-3922,4,1239,-1042
2024-06-30T13:00:16.964000+00:00,9550,7402,-3979,4,1239,-956
2024-06-30T13:00:17.323000+00:00,9550,7401,-4037,4,1239,-868
2024-06-30T13:00:17.503000+00:00,9550,7400,-4072,4,1239,-815
2024-06-30T13:00:17.823000+00:00,9550,7399,-4140,4,1239,-713
2024-06-30T13:00:17.883000+00:00,9550,7399,-4153,4,1239,-693
2024-06-30T13:00:18.203000+00:00,9550,7397,-4228,4,1239,-580
2024-06-30T13:00:18.423000+00:00,9550,7396,-4318,4,1239,-443
2024-06-30T13:00:18.703000+00:00,9550,7396,-4356,4,1239,-386
2024-06-30T13:00:18.923000+00:00,9550,7396,-4416,4,1239,-295
2024-06-30T13:00:19.103000+00:00,9550,7396,-4467,4,1239,-218
2024-06-30T13:00:19.343000+00:00,9550,7396,-4579,4,1239,-48
2024-06-30T13:00:19.723000+00:00,9550,7398,-4652,4,1239,62
2024-06-30T13:00:20.043000+00:00,9550,7401,-4776,4,1239,256
2024-06-30T13:00:20.463000+00:00,9550,7405,-4886,4,1239,431
2024-06-30T13:00:20.683000+00:00,9550,7408,-4954,4,1239,546
2024-06-30T13:00:20.883000+00:00,9550,7411,-5015,4,1239,652
2024-06-30T13:00:21.064000+00:00,9550,7415,-5105,4,1239,819
2024-06-30T13:00:21.524000+00:00,9550,7422,-5225,4,1239,1049
2024-06-30T13:00:21.764000+00:00,9550,7425,-5278,4,1239,1156
2024-06-30T13:00:22.664000+00:00,9550,7441,-5581,4,1239,1767
2024-06-30T13:00:23.044000+00:00,9550,7446,-5665,4,1239,1945
2024-06-30T13:00:23.224000+00:00,9550,7449,-5722,4,1239,2065
2024-06-30T13:00:23.464000+00:00,9550,7454,-5797,4,1239,2223
2024-06-30T13:00:23.623000+00:00,9550,7458,-5846,4,1239,2327
2024-06-30T13:00:23.883000+00:00,9550,7468,-5956,4,1239,2563
2024-06-30T13:00:24.243000+00:00,9550,7477,-6040,4,1239,2733
2024-06-30T13:00:24.503000+00:00,9550,7488,-6126,4,1239,2904
2024-06-30T13:00:24.743000+00:00,9550,7498,-6214,4,1239,3057
2024-06-30T13:00:24.803000+00:00,9550,7502,-6237,4,1239,3095
2024-06-30T13:00:25.003000+00:00,9550,7512,-6317,4,1239,3221
2024-06-30T13:00:25.263000+00:00,9550,7527,-6424,4,1239,3382
2024-06-30T13:00:25.423000+00:00,9550,7537,-6494,4,1239,3479
2024-06-30T13:00:25.583000+00:00,9550,7547,-6567,4,1239,3574
2024-06-30T13:00:25.903000+00:00,9550,7568,-6722,4,1239,3758
2024-06-30T13:00:26.063000+00:00,9550,7580,-6805,4,1239,3847
2024-06-30T13:00:26.323000+00:00,9550,7612,-7015,4,1239,4066
2024-06-30T13:00:26.783000+00:00,9550,7636,-7167,4,1239,4219
2024-06-30T13:00:26.923000+00:00,9550,7647,-7239,4,1239,4291
2024-06-30T13:00:27.103000+00:00,9550,7662,-7331,4,1239,4380
2024-06-30T13:00:27.363000+00:00,9550,7684,-7460,4,1239,4506
2024-06-30T13:00:27.644000+00:00,9550,7706,-7593,4,1239,4634
2024-06-30T13:00:27.804000+00:00,9550,7716,-7664,4,1239,4703
2024-06-30T13:00:28.064000+00:00,9550,7741,-7825,4,1239,4855
2024-06-30T13:00:28.424000+00:00,9550,7761,-7937,4,1239,4962
2024-06-30T13:00:28.764000+00:00,9550,7770,-8002,4,1239,5023
2024-06-30T13:00:28.924000+00:00,9550,7772,-8012,4,1239,5033
2024-06-30T13:00:29.204000+00:00,9550,7782,-8083,4,1239,5100
