date,session_key,z,x,driver_number,meeting_key,y
2024-06-30T13:00:00.263000+00:00,9550,7215,1182,16,1239,-1187
2024-06-30T13:00:00.643000+00:00,9550,7215,1182,16,1239,-1187
2024-06-30T13:00:00.843000+00:00,9550,7215,1182,16,1239,-1187
2024-06-30T13:00:01.063000+00:00,9550,7215,1182,16,1239,-1187
2024-06-30T13:00:01.243000+00:00,9550,7215,1182,16,1239,-1187
2024-06-30T13:00:01.644000+00:00,9550,7215,1182,16,1239,-1187
2024-06-30T13:00:01.824000+00:00,9550,7215,1182,16,1239,-1187
2024-06-30T13:00:01.984000+00:00,9550,7215,1182,16,1239,-1187
2024-06-30T13:00:02.224000+00:00,9550,7215,1182,16,1239,-1187
2024-06-30T13:00:02.424000+00:00,9550,7215,1182,16,1239,-1187
2024-06-30T13:00:02.624000+00:00,9550,7215,1182,16,1239,-1187
2024-06-30T13:00:02.904000+00:00,9550,7215,1182,16,1239,-1187
2024-06-30T13:00:03.284000+00:00,9550,7215,1182,16,1239,-1187
2024-06-30T13:00:03.724000+00:00,9550,7215,1182,16,1239,-1187
2024-06-30T13:00:03.903000+00:00,9550,7215,1182,16,1239,-1187
2024-06-30T13:00:04.123000+00:00,9550,7215,1182,16,1239,-1187
2024-06-30T13:00:04.443000+00:00,9550,7215,1182,16,1239,-1187
2024-06-30T13:00:04.783000+00:00,9550,7215,1182,16,1239,-1187
2024-06-30T13:00:04.983000+00:00,9550,7215,1168,16,1239,-1190
2024-06-30T13:00:05.263000+00:00,9550,7215,1156,16,1239,-1194
2024-06-30T13:00:05.463000+00:00,9550,7215,1137,16,1239,-1199
2024-06-30T13:00:05.783000+00:00,9550,7215,1099,16,1239,-1209
2024-06-30T13:00:06.003000+00:00,9550,7215,1053,16,1239,-1221
2024-06-30T13:00:06.363000+00:00,9550,7215,986,16,1239,-1240
2024-06-30T13:00:06.743000+00:00,9550,7214,905,16,1239,-1262
2024-06-30T13:00:07.063000+00:00,9550,7215,858,16,1239,-1274
2024-06-30T13:00:07.303000+00:00,9550,7214,801,16,1239,-1290
2024-06-30T13:00:07.663000+00:00,9550,7214,711,16,1239,-1314
2024-06-30T13:00:07.723000+00:00,9550,7214,699,16,1239,-1317
2024-06-30T13:00:08.044000+00:00,9550,7214,621,16,1239,-1338
