date,session_key,z,x,driver_number,meeting_key,y
2024-06-30T13:00:00.263000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:00.643000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:00.843000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:01.063000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:01.243000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:01.644000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:01.824000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:01.984000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:02.224000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:02.424000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:02.624000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:02.904000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:03.284000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:03.724000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:03.903000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:04.123000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:04.443000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:04.783000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:04.983000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:05.263000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:05.463000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:05.783000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:06.003000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:06.363000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:06.743000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:07.063000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:07.303000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:07.663000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:07.723000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:08.044000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:08.284000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:08.444000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:08.704000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:08.864000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:09.204000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:09.544000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:09.784000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:10.044000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:10.344000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:10.683000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:10.943000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:11.163000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:11.323000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:11.583000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:11.703000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:11.963000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:12.123000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:12.603000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:12.723000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:13.043000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:13.463000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:13.723000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:13.963000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:14.183000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:14.403000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:14.644000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:14.864000+00:00,9550,7214,933,22,1239,-1254
2024-06-30T13:00:15.304000+00:00,9550,7214,926,22,1239,-1256
2024-06-30T13:00:15.684000+00:00,9550,7214,914,22,1239,-1259
2024-06-30T13:00:15.924000+00:00,9550,7215,897,22,1239,-1264
2024-06-30T13:00:16.224000+00:00,9550,7214,873,22,1239,-1270
2024-06-30T13:00:16.564000+00:00,9550,7214,820,22,1239,-1284
2024-06-30T13:00:16.964000+00:00,9550,7214,765,22,1239,-1299
2024-06-30T13:00:17.323000+00:00,9550,7214,708,22,1239,-1315
2024-06-30T13:00:17.503000+00:00,9550,7214,677,22,1239,-1323
2024-06-30T13:00:17.823000+00:00,9550,7214,630,22,1239,-1336
2024-06-30T13:00:17.883000+00:00,9550,7214,622,22,1239,-1338
2024-06-30T13:00:18.203000+00:00,9550,7214,581,22,1239,-1349
2024-06-30T13:00:18.423000+00:00,9550,7214,541,22,1239,-1360
2024-06-30T13:00:18.703000+00:00,9550,7214,526,22,1239,-1364
2024-06-30T13:00:18.923000+00:00,9550,7214,503,22,1239,-1370
2024-06-30T13:00:19.103000+00:00,9550,7214,484,22,1239,-1375
2024-06-30T13:00:19.343000+00:00,9550,7214,447,22,1239,-1385
2024-06-30T13:00:19.723000+00:00,9550,7214,424,22,1239,-1391
2024-06-30T13:00:20.043000+00:00,9550,7214,387,22,1239,-1401
2024-06-30T13:00:20.463000+00:00,9550,7214,357,22,1239,-1409
2024-06-30T13:00:20.683000+00:00,9550,7214,338,22,1239,-1414
2024-06-30T13:00:20.883000+00:00,9550,7214,321,22,1239,-1419
2024-06-30T13:00:21.064000+00:00,9550,7214,297,22,1239,-1426
2024-06-30T13:00:21.524000+00:00,9550,7214,266,22,1239,-1434
2024-06-30T13:00:21.764000+00:00,9550,7214,252,22,1239,-1438
2024-06-30T13:00:22.664000+00:00,9550,7214,178,22,1239,-1458
2024-06-30T13:00:23.044000+00:00,9550,7214,158,22,1239,-1463
2024-06-30T13:00:23.224000+00:00,9550,7214,145,22,1239,-1467
2024-06-30T13:00:23.464000+00:00,9550,7214,127,22,1239,-1471
2024-06-30T13:00:23.623000+00:00,9550,7214,115,22,1239,-1475
2024-06-30T13:00:23.883000+00:00,9550,7214,89,22,1239,-1482
2024-06-30T13:00:24.243000+00:00,9550,7214,71,22,1239,-1487
2024-06-30T13:00:24.503000+00:00,9550,7214,52,22,1239,-1492
2024-06-30T13:00:24.743000+00:00,9550,7214,35,22,1239,-1496
2024-06-30T13:00:24.803000+00:00,9550,7214,31,22,1239,-1497
2024-06-30T13:00:25.003000+00:00,9550,7214,17,22,1239,-1501
