date,session_key,z,x,driver_number,meeting_key,y
2024-06-30T13:00:00.263000+00:00,9550,7215,1278,44,1239,-1161
2024-06-30T13:00:00.643000+00:00,9550,7215,1278,44,1239,-1161
2024-06-30T13:00:00.843000+00:00,9550,7215,1278,44,1239,-1161
2024-06-30T13:00:01.063000+00:00,9550,7215,1278,44,1239,-1161
2024-06-30T13:00:01.243000+00:00,9550,7215,1278,44,1239,-1161
2024-06-30T13:00:01.644000+00:00,9550,7215,1278,44,1239,-1161
2024-06-30T13:00:01.824000+00:00,9550,7215,1278,44,1239,-1161
2024-06-30T13:00:01.984000+00:00,9550,7215,1278,44,1239,-1161
2024-06-30T13:00:02.224000+00:00,9550,7215,1278,44,1239,-1161
2024-06-30T13:00:02.424000+00:00,9550,7215,1278,44,1239,-1161
2024-06-30T13:00:02.624000+00:00,9550,7215,1278,44,1239,-1161
2024-06-30T13:00:02.904000+00:00,9550,7215,1278,44,1239,-1161
2024-06-30T13:00:03.284000+00:00,9550,7215,1278,44,1239,-1161
2024-06-30T13:00:03.724000+00:00,9550,7215,1260,44,1239,-1166
2024-06-30T13:00:03.903000+00:00,9550,7215,1245,44,1239,-1170
2024-06-30T13:00:04.123000+00:00,9550,7214,1214,44,1239,-1178
2024-06-30T13:00:04.443000+00:00,9550,7215,1183,44,1239,-1186
2024-06-30T13:00:04.783000+00:00,9550,7215,1132,44,1239,-1200
2024-06-30T13:00:04.983000+00:00,9550,7214,1074,44,1239,-1216
2024-06-30T13:00:05.263000+00:00,9550,7215,1040,44,1239,-1225
2024-06-30T13:00:05.463000+00:00,9550,7215,995,44,1239,-1237
2024-06-30T13:00:05.783000+00:00,9550,7214,920,44,1239,-1257
2024-06-30T13:00:06.003000+00:00,9550,7214,843,44,1239,-1278
2024-06-30T13:00:06.363000+00:00,9550,7214,754,44,1239,-1302
2024-06-30T13:00:06.743000+00:00,9550,7214,673,44,1239,-1324
2024-06-30T13:00:07.063000+00:00,9550,7214,633,44,1239,-1335
2024-06-30T13:00:07.303000+00:00,9550,7214,586,44,1239,-1348
2024-06-30T13:00:07.663000+00:00,9550,7214,517,44,1239,-1366
